frame,x_min,y_min,x_max,y_max
"[[[  5  36  45]
  [  7  38  47]
  [  7  38  47]
  ...
  [177 189 194]
  [177 189 194]
  [177 189 194]]

 [[  8  36  48]
  [ 10  38  50]
  [ 10  38  50]
  ...
  [177 189 194]
  [177 189 194]
  [177 189 194]]

 [[  7  35  47]
  [  9  37  49]
  [ 10  38  50]
  ...
  [177 189 194]
  [177 189 194]
  [177 189 194]]

 ...

 [[  1  20  27]
  [  0  20  27]
  [  1  20  27]
  ...
  [ 14  45  52]
  [ 16  47  54]
  [ 18  49  56]]

 [[  2  22  29]
  [  1  21  28]
  [  0  20  27]
  ...
  [ 11  45  51]
  [ 14  48  54]
  [ 17  51  57]]

 [[  4  24  31]
  [  2  22  29]
  [  1  20  27]
  ...
  [  8  42  50]
  [  9  43  51]
  [ 11  45  53]]]",218,50,401,357
"[[[  1  38  42]
  [  3  40  44]
  [  5  42  46]
  ...
  [174 193 197]
  [174 193 197]
  [174 193 197]]

 [[  4  38  44]
  [  6  40  46]
  [  7  41  47]
  ...
  [174 193 197]
  [174 193 197]
  [174 193 197]]

 [[  4  38  44]
  [  6  40  46]
  [  7  41  47]
  ...
  [174 193 197]
  [174 193 197]
  [174 193 197]]

 ...

 [[  1  22  26]
  [  1  22  26]
  [  1  22  26]
  ...
  [ 23  33  43]
  [ 21  31  41]
  [ 25  35  45]]

 [[  1  22  26]
  [  1  22  26]
  [  1  22  26]
  ...
  [ 23  33  43]
  [ 22  32  42]
  [ 23  33  43]]

 [[  1  22  26]
  [  1  22  26]
  [  1  22  26]
  ...
  [ 23  33  43]
  [ 22  32  42]
  [ 21  31  41]]]",222,51,404,360
"[[[  9  37  42]
  [ 12  40  45]
  [ 14  42  47]
  ...
  [182 194 199]
  [182 194 199]
  [182 194 199]]

 [[ 12  36  44]
  [ 14  38  46]
  [ 16  40  48]
  ...
  [182 194 199]
  [182 194 199]
  [182 194 199]]

 [[ 12  36  44]
  [ 14  38  46]
  [ 15  39  47]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 ...

 [[  5  23  25]
  [  5  23  25]
  [  5  23  25]
  ...
  [ 23  35  45]
  [ 18  30  40]
  [ 17  29  39]]

 [[  5  23  25]
  [  5  23  25]
  [  5  23  25]
  ...
  [ 21  33  43]
  [ 18  30  40]
  [ 17  29  39]]

 [[  5  23  25]
  [  5  23  25]
  [  5  23  25]
  ...
  [ 21  33  43]
  [ 18  30  40]
  [ 17  29  39]]]",223,49,406,359
"[[[  0  40  43]
  [  1  43  46]
  [  3  45  48]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 [[  1  40  45]
  [  3  42  47]
  [  5  44  49]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 [[  1  39  44]
  [  2  41  46]
  [  4  43  48]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 ...

 [[  7  30  36]
  [  7  30  36]
  [  9  32  38]
  ...
  [ 13  37  45]
  [ 13  37  45]
  [ 13  37  45]]

 [[  7  30  36]
  [  7  30  36]
  [  9  32  38]
  ...
  [ 12  36  44]
  [ 13  37  45]
  [ 13  37  45]]

 [[  7  30  36]
  [  7  30  36]
  [  9  32  38]
  ...
  [ 12  36  44]
  [ 12  36  44]
  [ 12  36  44]]]",223,49,406,359
"[[[ 43  21  36]
  [ 44  22  37]
  [ 46  26  41]
  ...
  [182 194 199]
  [182 194 199]
  [182 194 199]]

 [[ 37  27  40]
  [ 38  28  41]
  [ 38  30  43]
  ...
  [182 194 199]
  [183 195 200]
  [183 195 200]]

 [[ 17  32  41]
  [ 19  34  43]
  [ 21  38  47]
  ...
  [182 194 199]
  [182 194 199]
  [182 194 199]]

 ...

 [[  4  27  33]
  [  5  28  34]
  [  5  28  34]
  ...
  [ 37  33  43]
  [ 37  33  43]
  [ 37  33  43]]

 [[  7  30  36]
  [  9  32  38]
  [  7  30  36]
  ...
  [ 36  32  42]
  [ 36  32  42]
  [ 36  32  42]]

 [[  7  30  36]
  [  9  32  38]
  [  7  30  36]
  ...
  [ 38  31  42]
  [ 38  31  42]
  [ 38  31  42]]]",200,48,406,360
"[[[ 14  31  42]
  [ 16  35  46]
  [ 22  39  48]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 [[ 24  36  48]
  [ 22  39  50]
  [ 21  40  51]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 [[ 20  30  40]
  [ 28  43  52]
  [ 21  40  49]
  ...
  [181 193 198]
  [181 193 198]
  [181 193 198]]

 ...

 [[ 11  23  28]
  [  9  21  26]
  [  9  21  26]
  ...
  [ 34  30  40]
  [ 36  32  42]
  [ 37  33  43]]

 [[ 12  24  29]
  [  8  20  25]
  [  7  19  24]
  ...
  [ 33  29  39]
  [ 34  30  40]
  [ 36  32  42]]

 [[ 13  25  30]
  [  7  19  24]
  [  7  19  24]
  ...
  [ 35  28  39]
  [ 36  29  40]
  [ 38  31  42]]]",205,48,408,360
"[[[  7  34  43]
  [  7  36  45]
  [ 17  46  53]
  ...
  [179 193 198]
  [179 193 198]
  [179 193 198]]

 [[ 13  37  47]
  [ 12  39  48]
  [  8  39  48]
  ...
  [179 193 198]
  [179 193 198]
  [179 193 198]]

 [[ 15  38  44]
  [ 15  39  47]
  [ 10  41  48]
  ...
  [179 193 198]
  [179 193 198]
  [179 193 198]]

 ...

 [[  6  27  31]
  [  6  27  31]
  [  8  29  33]
  ...
  [ 10  39  41]
  [ 11  40  42]
  [ 11  40  42]]

 [[  8  29  33]
  [  8  29  33]
  [  6  27  31]
  ...
  [ 11  40  42]
  [ 11  40  42]
  [ 11  40  42]]

 [[  8  29  33]
  [  8  29  33]
  [  6  27  31]
  ...
  [ 12  41  43]
  [ 12  41  43]
  [ 12  41  43]]]",221,46,411,360
"[[[ 17  36  47]
  [ 18  40  50]
  [ 22  44  52]
  ...
  [178 192 197]
  [178 192 197]
  [178 192 197]]

 [[ 17  34  45]
  [ 17  36  47]
  [ 14  38  48]
  ...
  [178 192 197]
  [178 192 197]
  [178 192 197]]

 [[ 18  34  41]
  [ 19  36  45]
  [ 15  39  47]
  ...
  [177 191 196]
  [173 187 192]
  [178 192 197]]

 ...

 [[  5  26  30]
  [  5  26  30]
  [  5  26  30]
  ...
  [ 17  27  39]
  [ 15  25  37]
  [ 17  27  39]]

 [[  5  26  30]
  [  5  26  30]
  [  5  26  30]
  ...
  [ 15  25  37]
  [ 13  23  35]
  [ 17  27  39]]

 [[  5  26  30]
  [  5  26  30]
  [  4  25  29]
  ...
  [ 15  25  37]
  [ 17  27  39]
  [ 23  33  45]]]",226,48,410,359
"[[[ 15  42  49]
  [  7  34  41]
  [ 11  38  45]
  ...
  [179 193 198]
  [179 193 198]
  [177 191 196]]

 [[  7  34  41]
  [ 15  42  49]
  [ 10  37  44]
  ...
  [180 194 199]
  [178 192 197]
  [179 193 198]]

 [[  5  32  39]
  [  5  32  39]
  [  7  34  41]
  ...
  [179 193 198]
  [177 191 196]
  [178 192 197]]

 ...

 [[  8  28  35]
  [  8  28  35]
  [  6  26  33]
  ...
  [  6  38  43]
  [  5  37  42]
  [  6  38  43]]

 [[  6  26  33]
  [  6  26  33]
  [  5  25  32]
  ...
  [  6  38  43]
  [  6  38  43]
  [  6  38  43]]

 [[  5  25  32]
  [  5  25  32]
  [  4  24  31]
  ...
  [  7  39  44]
  [  7  39  44]
  [  7  39  44]]]",216,49,413,360
"[[[ 10  33  39]
  [ 10  33  39]
  [ 10  33  39]
  ...
  [178 192 197]
  [179 193 198]
  [177 191 196]]

 [[ 14  32  39]
  [ 14  32  39]
  [ 14  32  39]
  ...
  [180 194 199]
  [178 192 197]
  [179 193 198]]

 [[ 14  32  39]
  [ 15  33  40]
  [ 15  33  40]
  ...
  [178 192 197]
  [177 191 196]
  [178 192 197]]

 ...

 [[  1  19  26]
  [  1  19  26]
  [  1  19  26]
  ...
  [  6  36  36]
  [  5  37  37]
  [  4  36  36]]

 [[  1  19  26]
  [  1  19  26]
  [  1  19  26]
  ...
  [ 11  43  43]
  [  1  33  33]
  [  0  32  32]]

 [[  1  19  26]
  [  1  19  26]
  [  0  18  25]
  ...
  [  8  36  36]
  [  7  37  37]
  [  6  36  36]]]",213,51,415,360
"[[[ 14  33  37]
  [ 14  35  39]
  [ 14  40  43]
  ...
  [181 190 196]
  [181 190 196]
  [181 190 196]]

 [[ 13  32  36]
  [ 14  35  39]
  [ 16  42  45]
  ...
  [181 190 196]
  [181 190 196]
  [181 190 196]]

 [[ 13  32  36]
  [ 14  35  39]
  [ 21  42  46]
  ...
  [178 187 193]
  [178 187 193]
  [182 191 197]]

 ...

 [[ 12  30  32]
  [ 14  31  35]
  [ 14  31  35]
  ...
  [  9  33  41]
  [  9  33  41]
  [  9  33  41]]

 [[ 12  28  28]
  [ 10  25  28]
  [  9  24  27]
  ...
  [ 11  33  41]
  [ 11  33  41]
  [ 12  34  42]]

 [[ 10  26  26]
  [  7  22  25]
  [  7  22  25]
  ...
  [ 15  34  43]
  [ 15  34  43]
  [ 15  34  43]]]",199,50,413,360
"[[[ 26  38  43]
  [ 23  40  44]
  [ 30  49  53]
  ...
  [175 194 198]
  [176 195 199]
  [176 195 199]]

 [[ 26  44  51]
  [ 27  46  50]
  [ 23  49  52]
  ...
  [175 194 198]
  [176 195 199]
  [176 195 199]]

 [[ 21  41  48]
  [ 25  43  50]
  [ 22  45  51]
  ...
  [175 194 198]
  [176 195 199]
  [176 195 199]]

 ...

 [[  0  26  28]
  [  0  26  28]
  [  0  26  28]
  ...
  [  6  33  40]
  [  6  33  40]
  [  6  33  40]]

 [[  0  27  29]
  [  0  27  29]
  [  0  27  29]
  ...
  [  6  33  40]
  [  6  33  40]
  [  6  33  40]]

 [[  0  27  29]
  [  0  27  29]
  [  0  27  29]
  ...
  [  6  33  40]
  [  6  33  40]
  [  6  33  40]]]",218,51,414,360
"[[[ 18  35  44]
  [ 20  39  48]
  [ 24  43  52]
  ...
  [180 192 197]
  [180 192 197]
  [180 192 197]]

 [[ 13  35  43]
  [ 17  39  47]
  [ 20  42  50]
  ...
  [180 192 197]
  [180 192 197]
  [180 192 197]]

 [[ 13  35  43]
  [ 16  38  46]
  [ 17  39  47]
  ...
  [180 192 197]
  [180 192 197]
  [180 192 197]]

 ...

 [[  3  23  25]
  [  3  23  25]
  [ 11  31  33]
  ...
  [ 12  24  34]
  [ 13  25  35]
  [ 14  26  36]]

 [[  4  24  26]
  [  4  24  26]
  [  8  28  30]
  ...
  [ 10  25  34]
  [ 11  26  35]
  [ 12  27  36]]

 [[  5  25  27]
  [  6  26  28]
  [  7  27  29]
  ...
  [ 10  25  34]
  [ 11  26  35]
  [ 12  27  36]]]",244,51,414,359
"[[[ 12  36  44]
  [ 14  41  48]
  [ 18  45  52]
  ...
  [182 195 203]
  [181 194 202]
  [175 188 196]]

 [[  7  36  43]
  [ 11  40  47]
  [ 14  43  50]
  ...
  [181 194 202]
  [180 193 201]
  [176 189 197]]

 [[  7  36  43]
  [ 10  39  46]
  [ 11  40  47]
  ...
  [179 192 200]
  [179 192 200]
  [177 190 198]]

 ...

 [[  6  25  24]
  [  6  25  24]
  [  5  24  23]
  ...
  [ 10  37  44]
  [  9  36  43]
  [ 10  37  44]]

 [[  5  27  24]
  [  4  26  23]
  [  4  26  23]
  ...
  [  9  36  43]
  [  8  35  42]
  [  7  34  41]]

 [[  4  28  25]
  [  3  27  24]
  [  2  26  23]
  ...
  [  9  36  43]
  [  7  34  41]
  [  6  33  40]]]",255,53,415,360
"[[[  3  28  34]
  [  0  24  30]
  [  4  29  35]
  ...
  [185 194 200]
  [185 194 200]
  [185 194 200]]

 [[  5  30  36]
  [  2  26  32]
  [  2  30  35]
  ...
  [185 194 200]
  [185 194 200]
  [185 194 200]]

 [[  5  32  39]
  [  5  32  39]
  [  2  30  37]
  ...
  [185 194 200]
  [185 194 200]
  [185 194 200]]

 ...

 [[  0  22  32]
  [  0  22  32]
  [  0  23  33]
  ...
  [ 10  29  33]
  [ 10  29  33]
  [  9  28  32]]

 [[  0  22  32]
  [  0  22  32]
  [  0  23  33]
  ...
  [  9  28  32]
  [  8  27  31]
  [  8  27  31]]

 [[  0  21  31]
  [  0  21  31]
  [  0  22  32]
  ...
  [  8  27  31]
  [  8  27  31]
  [  7  26  30]]]",255,53,414,360
"[[[  1  29  34]
  [  1  29  34]
  [  4  34  39]
  ...
  [178 195 199]
  [178 195 199]
  [178 195 199]]

 [[  4  32  37]
  [  4  32  37]
  [  4  34  39]
  ...
  [178 195 199]
  [178 195 199]
  [178 195 199]]

 [[  4  33  40]
  [  4  33  40]
  [  4  35  42]
  ...
  [178 195 199]
  [178 195 199]
  [178 195 199]]

 ...

 [[  4  26  28]
  [  4  26  28]
  [  4  26  28]
  ...
  [ 15  35  42]
  [ 13  33  40]
  [ 12  32  39]]

 [[  4  26  28]
  [  4  26  28]
  [  4  26  28]
  ...
  [ 15  35  42]
  [ 13  33  40]
  [ 12  32  39]]

 [[  4  26  28]
  [  4  26  28]
  [  4  26  28]
  ...
  [ 15  35  42]
  [ 13  33  40]
  [ 12  32  39]]]",246,56,414,359
"[[[ 17  35  42]
  [ 19  37  44]
  [ 19  39  46]
  ...
  [180 194 199]
  [180 194 199]
  [180 194 199]]

 [[ 16  36  43]
  [ 22  42  49]
  [ 28  46  53]
  ...
  [178 192 197]
  [179 193 198]
  [179 193 198]]

 [[ 14  32  39]
  [ 18  36  43]
  [ 30  48  55]
  ...
  [178 192 197]
  [179 193 198]
  [179 193 198]]

 ...

 [[  1  33  38]
  [  1  33  38]
  [  0  32  37]
  ...
  [ 12  31  35]
  [ 12  31  35]
  [ 12  31  35]]

 [[  1  33  38]
  [  1  33  38]
  [  0  32  37]
  ...
  [ 14  33  37]
  [ 14  33  37]
  [ 14  33  37]]

 [[  1  33  38]
  [  1  33  38]
  [  0  32  37]
  ...
  [ 15  34  38]
  [ 15  34  38]
  [ 15  34  38]]]",248,55,415,360
"[[[ 24  38  43]
  [ 24  38  43]
  [ 25  39  44]
  ...
  [183 195 200]
  [182 194 199]
  [176 188 193]]

 [[ 24  38  43]
  [ 25  39  44]
  [ 25  39  44]
  ...
  [180 192 197]
  [181 193 198]
  [177 189 194]]

 [[ 24  38  43]
  [ 26  40  45]
  [ 25  39  44]
  ...
  [179 191 196]
  [180 192 197]
  [179 191 196]]

 ...

 [[  3  33  38]
  [  3  33  38]
  [  2  32  37]
  ...
  [  9  33  36]
  [  8  32  35]
  [  8  32  35]]

 [[  3  33  38]
  [  3  33  38]
  [  2  32  37]
  ...
  [ 10  34  37]
  [ 10  34  37]
  [ 10  34  37]]

 [[  3  33  38]
  [  3  33  38]
  [  2  32  37]
  ...
  [ 11  35  38]
  [ 11  35  38]
  [ 11  35  38]]]",238,56,417,360
"[[[  9  45  46]
  [ 14  50  51]
  [ 13  49  50]
  ...
  [190 197 203]
  [189 196 202]
  [190 197 203]]

 [[  8  44  45]
  [ 13  49  50]
  [ 13  49  50]
  ...
  [181 188 194]
  [180 187 193]
  [182 189 195]]

 [[  6  42  43]
  [ 13  49  50]
  [ 13  49  50]
  ...
  [182 189 195]
  [182 189 195]
  [182 189 195]]

 ...

 [[  0  25  31]
  [  0  24  30]
  [  0  24  30]
  ...
  [  3  32  39]
  [  3  32  39]
  [  3  32  39]]

 [[  0  24  30]
  [  0  24  30]
  [  0  24  30]
  ...
  [  3  32  39]
  [  3  32  39]
  [  3  32  39]]

 [[  0  23  29]
  [  0  24  30]
  [  0  25  31]
  ...
  [  3  32  39]
  [  3  32  39]
  [  3  32  39]]]",247,56,416,360
"[[[ 12  43  45]
  [ 12  43  45]
  [ 17  48  50]
  ...
  [190 197 203]
  [189 196 202]
  [190 197 203]]

 [[ 11  42  44]
  [ 11  42  44]
  [ 17  48  50]
  ...
  [181 188 194]
  [180 187 193]
  [182 189 195]]

 [[  9  40  42]
  [ 10  41  43]
  [ 14  45  47]
  ...
  [182 189 195]
  [182 189 195]
  [182 189 195]]

 ...

 [[  2  25  31]
  [  2  25  31]
  [  2  25  31]
  ...
  [  5  32  39]
  [  5  32  39]
  [  5  32  39]]

 [[  1  24  30]
  [  1  24  30]
  [  1  24  30]
  ...
  [  5  32  39]
  [  5  32  39]
  [  5  32  39]]

 [[  0  23  29]
  [  0  23  29]
  [  0  23  29]
  ...
  [  5  32  39]
  [  5  32  39]
  [  5  32  39]]]",251,57,416,359
"[[[ 10  41  43]
  [ 10  41  43]
  [ 10  41  43]
  ...
  [193 202 208]
  [182 191 197]
  [182 191 197]]

 [[ 10  41  43]
  [ 10  41  43]
  [ 10  41  43]
  ...
  [176 185 191]
  [182 191 197]
  [182 191 197]]

 [[  6  37  39]
  [  6  37  39]
  [  6  37  39]
  ...
  [179 188 194]
  [181 190 196]
  [183 192 198]]

 ...

 [[ 14  26  31]
  [ 12  23  31]
  [ 13  19  28]
  ...
  [  2  30  35]
  [  4  32  37]
  [  1  29  34]]

 [[ 15  27  32]
  [ 14  23  29]
  [ 14  20  29]
  ...
  [  4  32  37]
  [  4  32  37]
  [  4  32  37]]

 [[ 14  26  31]
  [ 14  23  29]
  [ 14  20  29]
  ...
  [  5  33  38]
  [  5  33  38]
  [  5  33  38]]]",270,57,418,360
"[[[  6  42  43]
  [  6  42  43]
  [  6  42  43]
  ...
  [175 192 196]
  [176 193 197]
  [177 194 198]]

 [[  6  42  43]
  [  6  42  43]
  [  6  42  43]
  ...
  [176 193 197]
  [176 193 197]
  [177 194 198]]

 [[  2  38  39]
  [  2  38  39]
  [  2  38  39]
  ...
  [176 193 197]
  [177 194 198]
  [177 194 198]]

 ...

 [[ 12  23  31]
  [ 11  22  30]
  [ 11  22  30]
  ...
  [ 15  32  36]
  [ 17  31  36]
  [ 19  31  36]]

 [[ 13  24  32]
  [ 13  24  32]
  [ 14  25  33]
  ...
  [ 16  33  37]
  [ 18  32  37]
  [ 20  32  37]]

 [[ 14  25  33]
  [ 15  26  34]
  [ 15  26  34]
  ...
  [ 16  33  37]
  [ 18  32  37]
  [ 20  32  37]]]",257,59,422,360
"[[[ 17  56  61]
  [ 12  51  56]
  [  8  47  52]
  ...
  [176 188 193]
  [176 188 193]
  [176 188 193]]

 [[ 10  51  58]
  [  8  49  56]
  [  6  47  54]
  ...
  [176 188 193]
  [176 188 193]
  [175 187 192]]

 [[  5  41  49]
  [  8  44  52]
  [  9  45  53]
  ...
  [175 187 192]
  [175 187 192]
  [175 187 192]]

 ...

 [[  7  22  25]
  [  8  23  26]
  [ 10  25  28]
  ...
  [ 19  21  23]
  [ 20  20  20]
  [ 20  17  18]]

 [[ 16  31  34]
  [ 16  31  34]
  [ 15  30  33]
  ...
  [ 20  22  24]
  [ 21  21  21]
  [ 21  18  19]]

 [[ 25  43  45]
  [ 24  42  44]
  [ 20  38  40]
  ...
  [ 24  23  25]
  [ 24  21  22]
  [ 24  19  20]]]",249,60,423,360
"[[[  6  33  40]
  [  6  33  40]
  [ 10  37  44]
  ...
  [176 188 193]
  [176 188 193]
  [176 188 193]]

 [[  9  33  41]
  [  8  32  40]
  [ 10  34  42]
  ...
  [176 188 193]
  [176 188 193]
  [176 188 193]]

 [[ 12  34  42]
  [  9  31  39]
  [ 10  32  40]
  ...
  [176 188 193]
  [175 187 192]
  [175 187 192]]

 ...

 [[  3  22  26]
  [  5  24  28]
  [  7  26  30]
  ...
  [ 12  39  40]
  [ 10  37  38]
  [  9  36  37]]

 [[  3  22  26]
  [  8  27  31]
  [ 12  31  35]
  ...
  [ 10  37  38]
  [  8  35  36]
  [  7  34  35]]

 [[  7  28  32]
  [ 12  33  37]
  [ 12  33  37]
  ...
  [  9  36  37]
  [  7  34  35]
  [  6  33  34]]]",264,57,424,360
"[[[ 13  36  42]
  [ 14  37  43]
  [ 17  40  46]
  ...
  [176 188 193]
  [176 188 193]
  [176 188 193]]

 [[  8  36  41]
  [  8  36  41]
  [ 10  38  43]
  ...
  [176 188 193]
  [176 188 193]
  [176 188 193]]

 [[  0  32  37]
  [  1  33  38]
  [  2  34  39]
  ...
  [176 188 193]
  [175 187 192]
  [175 187 192]]

 ...

 [[  8  20  25]
  [ 18  30  35]
  [ 17  29  34]
  ...
  [ 17  27  31]
  [ 16  26  30]
  [ 15  25  29]]

 [[  8  20  25]
  [ 18  30  35]
  [ 17  29  34]
  ...
  [ 18  28  32]
  [ 16  26  30]
  [ 15  25  29]]

 [[  7  19  24]
  [ 13  25  30]
  [ 11  23  28]
  ...
  [ 19  29  33]
  [ 16  26  30]
  [ 15  25  29]]]",255,58,427,360
"[[[ 11  36  42]
  [ 12  37  43]
  [ 11  36  42]
  ...
  [176 188 193]
  [175 187 192]
  [181 193 198]]

 [[  6  36  41]
  [  6  36  41]
  [  8  38  43]
  ...
  [178 190 195]
  [180 192 197]
  [178 190 195]]

 [[  0  33  37]
  [  0  34  38]
  [  1  36  40]
  ...
  [180 192 197]
  [181 193 198]
  [177 189 194]]

 ...

 [[  7  25  32]
  [ 10  26  33]
  [  6  23  27]
  ...
  [ 10  18  27]
  [  6  14  23]
  [  1   9  18]]

 [[  6  24  31]
  [  9  25  32]
  [  8  25  29]
  ...
  [ 12  20  29]
  [  7  15  24]
  [  1   7  16]]

 [[  2  20  27]
  [  5  21  28]
  [  6  23  27]
  ...
  [ 12  20  29]
  [ 18  26  35]
  [ 10  18  27]]]",250,56,429,360
"[[[ 15  40  41]
  [ 15  40  41]
  [ 17  39  41]
  ...
  [176 188 193]
  [175 187 192]
  [181 193 198]]

 [[ 17  44  45]
  [ 19  44  45]
  [ 22  44  46]
  ...
  [178 190 195]
  [180 192 197]
  [178 190 195]]

 [[ 18  43  44]
  [ 18  43  44]
  [ 22  44  46]
  ...
  [180 192 197]
  [181 193 198]
  [177 189 194]]

 ...

 [[  6  26  28]
  [  6  26  28]
  [  6  26  28]
  ...
  [  8  25  29]
  [  7  23  30]
  [  4  17  25]]

 [[  6  26  28]
  [  6  26  28]
  [  6  26  28]
  ...
  [ 16  23  29]
  [ 15  21  30]
  [ 15  19  28]]

 [[  6  26  28]
  [  6  26  28]
  [  6  26  28]
  ...
  [ 20  22  29]
  [ 19  20  30]
  [ 19  20  30]]]",258,55,431,357
"[[[ 20  45  46]
  [ 19  44  45]
  [ 18  43  44]
  ...
  [178 190 195]
  [178 190 195]
  [176 188 193]]

 [[ 20  45  46]
  [ 20  45  46]
  [ 21  46  47]
  ...
  [177 189 194]
  [184 196 201]
  [176 188 193]]

 [[ 20  45  46]
  [ 20  45  46]
  [ 20  45  46]
  ...
  [180 192 197]
  [182 194 199]
  [178 190 195]]

 ...

 [[  5  29  32]
  [  1  25  28]
  [  1  25  28]
  ...
  [ 14  21  27]
  [ 13  20  26]
  [ 13  20  26]]

 [[  1  24  27]
  [  5  29  32]
  [  8  32  35]
  ...
  [ 26  20  28]
  [ 26  20  28]
  [ 26  20  28]]

 [[  0  21  24]
  [  8  32  35]
  [  8  32  35]
  ...
  [ 38  25  34]
  [ 43  30  39]
  [ 44  31  40]]]",264,54,434,357
"[[[ 10  38  36]
  [ 10  38  36]
  [ 10  38  36]
  ...
  [175 189 194]
  [175 189 194]
  [175 189 194]]

 [[  9  40  37]
  [  9  40  37]
  [  9  40  37]
  ...
  [175 189 194]
  [175 189 194]
  [175 189 194]]

 [[ 11  40  42]
  [ 11  40  42]
  [ 11  40  42]
  ...
  [175 189 194]
  [175 189 194]
  [175 189 194]]

 ...

 [[  2  26  29]
  [  0  24  27]
  [  0  24  27]
  ...
  [  0  22  30]
  [  0  20  28]
  [  0  19  27]]

 [[  0  24  27]
  [  2  26  29]
  [  4  28  31]
  ...
  [  0  23  31]
  [  0  21  29]
  [  0  19  27]]

 [[  0  23  26]
  [  4  28  31]
  [  4  28  31]
  ...
  [  2  26  34]
  [  3  27  35]
  [  1  25  33]]]",268,53,438,356
"[[[ 20  34  39]
  [ 21  35  40]
  [ 22  36  41]
  ...
  [180 194 199]
  [180 194 199]
  [180 194 199]]

 [[ 19  33  38]
  [ 20  34  39]
  [ 22  36  41]
  ...
  [173 187 192]
  [173 187 192]
  [173 187 192]]

 [[ 18  35  39]
  [ 20  37  41]
  [ 21  38  42]
  ...
  [176 190 195]
  [176 190 195]
  [176 190 195]]

 ...

 [[  1  23  25]
  [  1  23  25]
  [  1  23  25]
  ...
  [  9  21  31]
  [  8  20  30]
  [  5  17  27]]

 [[  2  24  26]
  [  1  23  25]
  [  1  23  25]
  ...
  [ 10  22  32]
  [  8  20  30]
  [  6  18  28]]

 [[  2  24  26]
  [  3  25  27]
  [  4  26  28]
  ...
  [ 12  24  34]
  [ 13  25  35]
  [ 12  24  34]]]",263,53,440,357
"[[[  8  46  47]
  [  6  44  45]
  [  6  44  45]
  ...
  [180 194 199]
  [180 194 199]
  [180 194 199]]

 [[  8  46  47]
  [  6  44  45]
  [  6  44  45]
  ...
  [173 187 192]
  [173 187 192]
  [173 187 192]]

 [[  8  46  47]
  [  6  44  45]
  [  6  44  45]
  ...
  [176 190 195]
  [176 190 195]
  [176 190 195]]

 ...

 [[  2  26  29]
  [  2  26  29]
  [  2  26  29]
  ...
  [ 13  22  28]
  [ 12  21  27]
  [  9  18  24]]

 [[  1  25  28]
  [  1  25  28]
  [  1  25  28]
  ...
  [ 14  23  29]
  [ 12  21  27]
  [ 10  19  25]]

 [[  1  25  28]
  [  1  25  28]
  [  1  25  28]
  ...
  [ 16  25  31]
  [ 17  26  32]
  [ 16  25  31]]]",267,57,444,357
"[[[ 26  33  46]
  [ 26  33  46]
  [ 26  33  46]
  ...
  [180 194 199]
  [180 194 199]
  [180 194 199]]

 [[ 24  35  50]
  [ 24  35  50]
  [ 24  35  50]
  ...
  [173 187 192]
  [173 187 192]
  [173 187 192]]

 [[ 22  35  51]
  [ 22  35  51]
  [ 22  35  51]
  ...
  [177 191 196]
  [177 191 196]
  [177 191 196]]

 ...

 [[  1  26  27]
  [  1  26  27]
  [  1  26  27]
  ...
  [  8  25  34]
  [  3  20  29]
  [  0  16  25]]

 [[  0  25  26]
  [  0  25  26]
  [  0  25  26]
  ...
  [  7  24  33]
  [  2  19  28]
  [  0  14  23]]

 [[  2  27  28]
  [  0  25  26]
  [  0  25  26]
  ...
  [  4  21  30]
  [  4  21  30]
  [  2  19  28]]]",277,59,448,356
"[[[ 18  25  38]
  [ 20  27  40]
  [ 23  30  43]
  ...
  [172 189 193]
  [172 189 193]
  [172 189 193]]

 [[ 16  27  42]
  [ 18  29  44]
  [ 22  33  48]
  ...
  [172 189 193]
  [172 189 193]
  [172 189 193]]

 [[ 15  28  44]
  [ 17  30  46]
  [ 21  34  50]
  ...
  [172 189 193]
  [172 189 193]
  [172 189 193]]

 ...

 [[  1  26  27]
  [  1  26  27]
  [  0  25  28]
  ...
  [  5  19  24]
  [ 10  24  29]
  [ 13  27  32]]

 [[  1  26  27]
  [  1  26  27]
  [  0  25  28]
  ...
  [  5  19  24]
  [  9  23  28]
  [ 10  24  29]]

 [[  1  26  27]
  [  1  26  27]
  [  0  25  28]
  ...
  [  2  16  21]
  [  1  15  20]
  [  1  13  18]]]",295,61,450,354
